order_id,customer_id,order_date,status
235,45,2024-09-27,completed
236,41,2026-06-29,completed
237,105,2025-02-04,refunded
238,177,2026-07-04,refunded
239,75,2025-08-12,completed
240,60,2025-07-07,cancelled
241,181,2026-05-28,cancelled
242,180,2026-03-25,refunded
243,19,2025-06-18,pending
244,68,2024-11-28,pending
245,109,2024-10-01,completed
246,140,2024-11-06,pending
247,166,2025-06-11,pending
248,69,2025-01-15,pending
249,19,2024-11-24,completed
250,43,2025-12-31,cancelled
251,153,2026-02-09,cancelled
252,113,2025-08-30,completed
253,120,2026-01-15,cancelled
254,180,2024-11-16,refunded
255,70,2026-03-28,refunded
256,113,2026-04-27,completed
257,154,2026-03-07,completed
258,111,2025-07-22,cancelled
259,155,2024-09-12,cancelled
260,7,2025-11-12,completed
261,59,2024-11-23,completed
262,196,2024-10-21,cancelled
263,148,2025-03-04,completed
264,196,2025-01-08,pending
265,121,2025-01-17,refunded
266,72,2024-12-30,pending
267,150,2026-01-12,refunded
268,163,2026-06-08,refunded
269,24,2025-02-16,refunded
270,90,2025-12-21,refunded
271,86,2024-07-19,cancelled
272,172,2025-10-31,completed
273,42,2025-11-29,cancelled
274,106,2024-08-25,refunded
275,74,2024-10-05,refunded
277,117,2025-05-03,completed
278,81,2025-07-13,cancelled
279,83,2026-04-26,completed
280,198,2025-12-07,refunded
281,132,2025-02-23,completed
283,106,2026-05-11,completed
284,49,2025-02-11,cancelled
285,160,2025-10-03,refunded
286,161,2024-12-18,refunded
288,53,2024-10-30,cancelled
290,74,2025-09-26,refunded
291,179,2025-05-10,refunded
292,32,2025-08-16,completed
293,162,2025-06-20,pending
294,182,2025-08-07,pending
295,80,2025-11-08,completed
296,142,2024-12-17,refunded
298,30,2026-01-13,refunded
299,31,2026-04-10,pending
300,128,2024-09-08,cancelled
301,131,2025-06-02,cancelled
302,107,2025-12-07,refunded
303,121,2024-09-06,pending
304,117,2025-08-27,pending
305,99,2024-08-25,unknown
306,154,2025-08-15,pending
308,198,2025-09-02,refunded
309,88,2024-10-28,cancelled
310,1,2025-03-07,cancelled
311,186,2025-07-26,cancelled
312,151,2024-10-03,refunded
313,39,2024-12-08,refunded
314,138,2025-09-10,refunded
315,89,2024-09-15,cancelled
316,142,2025-07-19,refunded
317,117,2026-02-22,cancelled
318,49,2025-06-07,pending
319,147,2025-07-21,refunded
320,60,2025-06-09,refunded
321,12,2024-08-22,cancelled
322,191,2025-06-13,refunded
323,181,2026-02-20,refunded
324,99,2025-12-21,pending
325,127,2025-04-26,completed
327,26,2026-01-07,refunded
328,26,2025-09-06,refunded
329,4,2024-08-13,pending
330,105,2025-03-19,pending
331,20,2024-08-26,refunded
332,68,2026-07-07,cancelled
333,160,2026-05-25,refunded
334,167,2024-08-30,completed
335,85,2026-05-24,refunded
336,82,2024-08-03,refunded
337,139,2025-05-05,completed
338,159,2026-01-24,completed
339,61,2026-01-21,cancelled
340,59,2026-06-26,completed
341,112,2025-10-26,completed
343,114,2026-07-06,pending
344,178,2025-04-16,cancelled
345,8,2026-04-07,completed
346,84,2026-05-04,completed
347,76,2025-04-11,cancelled
348,96,2025-11-22,refunded
349,38,2025-11-06,pending
350,136,2025-08-09,refunded
351,145,2025-10-31,pending
352,44,2025-03-22,pending
354,159,2025-08-07,pending
355,128,2025-08-01,pending
356,60,2025-12-25,refunded
357,164,2024-12-20,cancelled
358,118,2024-07-13,cancelled
359,171,2024-07-27,completed
360,120,2025-02-14,cancelled
361,174,2025-11-15,pending
362,19,2025-08-12,refunded
363,89,2025-08-03,cancelled
364,164,2026-03-04,refunded
365,177,2025-01-07,cancelled
366,117,2025-03-21,cancelled
367,51,2025-01-28,refunded
368,124,2026-05-27,completed
369,61,2025-12-22,refunded
370,147,2024-10-01,cancelled
371,148,2026-02-22,cancelled
372,180,2025-05-13,cancelled
373,6,2026-01-21,refunded
374,71,2026-04-18,completed
375,145,2024-07-22,completed
376,156,2024-12-08,refunded
377,74,2024-09-22,pending
378,156,2024-08-04,cancelled
379,57,2025-09-20,pending
380,159,2025-12-07,cancelled
381,174,2024-08-15,pending
382,161,2026-01-03,completed
383,161,2025-05-01,completed
384,80,2024-12-29,refunded
385,9,2024-12-16,cancelled
387,24,2024-08-21,cancelled
388,84,2025-07-14,refunded
389,45,2025-02-07,pending
390,34,2026-02-27,cancelled
391,136,2025-12-27,cancelled
392,43,2025-03-01,cancelled
393,124,2025-09-21,cancelled
394,192,2025-11-14,cancelled
395,30,2025-03-02,refunded
396,20,2025-02-16,pending
397,194,2024-10-23,pending
398,174,2025-11-05,refunded
399,143,2024-12-19,cancelled
400,24,2025-02-15,refunded
401,4,2024-08-24,cancelled
402,138,2026-06-04,completed
403,117,2026-04-15,cancelled
404,173,2026-05-08,cancelled
405,150,2025-10-11,refunded
406,164,2025-05-19,cancelled
407,28,2025-07-08,pending
408,121,2026-06-21,completed
409,159,2026-05-30,cancelled
410,157,2025-11-13,pending
411,166,2026-02-05,completed
412,163,2025-02-28,refunded
413,180,2025-05-11,cancelled
414,167,2024-10-28,refunded
415,30,2025-04-12,pending
416,12,2026-01-13,unknown
417,78,2025-06-22,refunded
418,30,2026-03-23,completed
419,61,2025-02-15,pending
420,100,2025-12-10,refunded
421,95,2026-02-20,refunded
422,151,2026-05-10,pending
423,107,2025-08-26,completed
424,126,2026-06-18,refunded
425,72,2025-08-22,completed
426,177,2024-10-17,cancelled
428,114,2024-12-06,pending
429,93,2025-10-26,completed
430,176,2026-05-16,cancelled
431,140,2026-03-22,cancelled
432,16,2024-09-16,refunded
433,71,2025-12-22,pending
434,32,2024-11-27,refunded
435,24,2025-01-23,pending
436,165,2025-11-15,completed
437,13,2025-09-24,cancelled
438,63,2026-04-10,pending
439,145,2024-11-25,pending
441,151,2025-12-22,pending
442,60,2025-08-23,cancelled
443,199,2025-06-26,pending
444,153,2026-04-07,completed
445,71,2025-03-11,pending
446,34,2026-06-10,cancelled
447,45,2024-07-22,completed
448,170,2026-05-27,completed
449,34,2026-06-14,completed
450,92,2024-10-04,pending
451,151,2026-07-11,cancelled
452,5,2025-06-26,pending
453,68,2025-01-04,completed
455,135,2024-12-07,completed
456,191,2026-05-10,completed
458,200,2026-01-28,cancelled
459,132,2025-04-15,completed
460,116,2025-08-05,pending
461,158,2025-03-30,completed
462,187,2025-01-18,cancelled
463,118,2025-07-20,completed
464,16,2025-07-09,refunded
465,103,2024-09-21,unknown
466,176,2026-06-28,completed
467,126,2025-06-19,refunded
468,19,2026-03-16,completed
469,83,2026-05-10,pending
470,17,2025-04-07,pending
471,71,2025-05-09,cancelled
472,98,2025-08-26,cancelled
473,117,2024-12-19,refunded
474,26,2024-10-25,completed
475,168,2025-01-17,pending
476,111,2026-05-25,refunded
477,59,2025-09-07,refunded
478,87,2025-05-12,refunded
479,103,2024-10-30,refunded
480,187,2025-03-09,completed
481,81,2025-04-14,refunded
482,81,2026-03-12,cancelled
483,96,2025-07-10,pending
484,176,2025-11-01,refunded
487,111,2026-03-03,completed
488,191,2026-06-17,cancelled
489,34,2025-10-23,completed
490,151,2025-07-04,cancelled
491,172,2024-11-10,completed
492,106,2026-02-12,cancelled
493,171,2024-11-11,refunded
494,185,2025-12-19,completed
495,74,2025-07-02,cancelled
496,91,2026-05-12,completed
497,148,2025-08-11,pending
498,40,2025-10-23,refunded
499,58,2024-08-22,completed
500,90,2024-08-04,cancelled
501,30,2026-03-21,cancelled
502,147,2026-06-01,pending
503,110,2025-11-11,completed
504,156,2026-01-20,cancelled
505,8,2025-05-08,pending
506,70,2026-03-18,cancelled
507,87,2024-12-27,cancelled
508,2,2025-12-09,pending
509,37,2024-07-17,refunded
511,190,2025-04-09,completed
512,24,2025-10-05,pending
513,97,2025-11-10,refunded
514,117,2025-10-04,cancelled
515,41,2025-06-29,cancelled
516,80,2025-07-02,cancelled
517,199,2024-07-15,completed
518,14,2025-08-18,pending
519,41,2024-07-19,completed
520,173,2025-08-02,completed
521,70,2025-01-27,refunded
522,170,2026-06-25,refunded
524,107,2026-02-25,cancelled
525,56,2025-11-15,completed
526,89,2026-02-20,refunded
527,29,2026-05-07,cancelled
528,174,2024-09-27,refunded
529,135,2024-09-19,cancelled
530,12,2024-10-27,pending
531,102,2024-11-28,completed
532,2,2025-07-30,pending
533,78,2026-02-26,pending
535,196,2025-04-27,cancelled
536,75,2025-04-09,cancelled
537,31,2025-05-03,completed
538,128,2025-08-28,refunded
539,45,2026-07-04,pending
540,98,2024-12-23,pending
541,129,2025-11-23,cancelled
542,19,2026-03-22,refunded
543,190,2025-10-31,completed
544,112,2026-03-30,completed
545,118,2026-01-17,completed
546,81,2024-09-17,refunded
547,147,2025-04-14,refunded
548,182,2025-08-19,refunded
549,75,2024-08-21,completed
550,104,2024-07-17,completed
551,84,2024-11-13,pending
552,159,2025-07-11,refunded
553,177,2025-05-24,cancelled
554,23,2026-02-04,refunded
555,28,2025-08-28,pending
556,112,2026-03-30,refunded
557,135,2024-09-18,completed
558,102,2025-08-01,cancelled
560,57,2024-12-12,cancelled
561,200,2026-04-06,pending
562,20,2026-04-20,completed
563,136,2025-06-23,pending
564,199,2024-08-14,cancelled
565,90,2024-09-03,pending
566,61,2026-05-18,completed
567,38,2026-04-29,cancelled
568,51,2025-08-26,pending
569,155,2024-08-04,pending
571,46,2025-02-25,refunded
572,119,2026-06-13,refunded
573,175,2025-09-13,cancelled
574,161,2026-01-11,cancelled
575,39,2025-12-13,refunded
577,114,2024-09-05,cancelled
578,71,2024-11-06,completed
579,91,2025-01-02,completed
580,80,2026-03-13,refunded
581,116,2025-04-21,completed
583,74,2025-03-10,completed
584,166,2026-01-14,completed
585,158,2024-10-21,refunded
587,116,2025-12-22,pending
588,83,2025-07-12,refunded
589,129,2026-06-23,pending
590,16,2024-08-19,refunded
591,27,2025-05-26,cancelled
592,183,2026-03-16,completed
593,130,2025-03-16,pending
594,11,2026-01-24,pending
595,182,2026-06-09,refunded
596,113,2025-04-26,pending
597,94,2026-01-27,cancelled
598,73,2024-08-01,refunded
599,105,2025-01-26,cancelled
600,174,2026-07-06,completed
601,162,2025-07-04,cancelled
602,17,2025-03-28,cancelled
603,25,2026-05-29,refunded
604,73,2025-05-22,cancelled
605,186,2025-11-19,pending
606,86,2025-11-05,completed
607,150,2024-09-11,pending
608,90,2025-10-06,cancelled
609,168,2026-02-14,refunded
610,34,2025-12-14,completed
611,80,2024-09-08,refunded
612,165,2024-10-31,cancelled
614,166,2025-10-17,refunded
615,131,2026-01-02,cancelled
616,5,2025-02-27,cancelled
617,80,2024-09-26,pending
618,55,2024-07-14,cancelled
620,50,2025-03-31,pending
621,36,2025-01-24,pending
622,20,2024-10-15,cancelled
623,26,2024-11-24,completed
624,170,2025-06-04,cancelled
626,153,2025-05-05,refunded
627,40,2024-07-30,pending
628,47,2025-03-26,pending
629,185,2024-09-17,refunded
630,12,2025-09-21,refunded
631,94,2025-03-05,pending
632,114,2025-04-18,cancelled
634,60,2025-04-20,pending
635,80,2024-09-10,refunded
636,50,2026-04-30,cancelled
637,174,2026-05-03,refunded
638,119,2026-06-26,cancelled
639,200,2025-09-02,refunded
640,129,2024-11-11,refunded
641,42,2025-04-15,pending
642,155,2024-10-20,pending
644,165,2025-07-06,refunded
645,96,2024-08-26,completed
646,183,2025-05-24,completed
647,73,2025-05-14,completed
648,196,2025-06-29,pending
649,70,2024-09-05,refunded
650,132,2025-01-10,pending
651,112,2025-01-07,completed
652,57,2025-10-10,refunded
653,90,2025-09-18,completed
654,107,2024-11-30,completed
656,61,2025-02-18,refunded
659,82,2025-10-07,completed
660,183,2026-02-18,cancelled
661,38,2025-03-08,pending
662,10,2025-03-12,cancelled
663,121,2026-02-27,pending
665,115,2026-06-23,completed
668,39,2026-06-03,refunded
669,29,2024-12-04,cancelled
670,61,2025-02-25,cancelled
671,32,2026-06-16,completed
673,164,2025-02-09,refunded
674,17,2025-12-01,completed
675,128,2025-07-04,completed
676,162,2025-09-04,pending
677,184,2025-01-04,pending
678,75,2025-04-11,refunded
679,1,2026-02-27,cancelled
681,48,2024-10-02,completed
682,135,2025-08-27,cancelled
684,100,2025-08-13,refunded
685,12,2025-11-21,refunded
686,96,2025-08-17,cancelled
687,192,2026-06-07,completed
688,92,2025-06-13,completed
689,89,2025-12-10,pending
691,198,2025-02-08,cancelled
692,35,2025-11-29,completed
693,91,2026-03-01,cancelled
694,165,2026-02-12,pending
695,200,2025-05-06,refunded
696,179,2025-07-10,refunded
697,162,2025-10-16,pending
698,35,2025-01-03,completed
699,184,2025-11-04,refunded
700,10,2025-12-15,cancelled
701,52,2026-02-07,completed
702,52,2024-09-03,unknown
703,81,2026-07-05,cancelled
704,132,2025-06-26,refunded
705,140,2025-04-29,refunded
706,65,2025-07-16,unknown
707,193,2026-05-14,pending
708,74,2025-11-28,cancelled
709,200,2025-08-12,completed
710,168,2026-02-09,cancelled
711,70,2025-03-30,completed
712,95,2026-04-26,refunded
713,103,2025-08-07,refunded
714,99,2025-10-20,cancelled
715,48,2024-09-11,refunded
716,178,2026-01-24,refunded
717,95,2025-11-03,cancelled
720,155,2024-08-12,pending
721,140,2026-06-30,cancelled
722,83,2025-11-18,completed
724,170,2026-01-12,cancelled
725,79,2026-06-16,refunded
726,155,2025-05-21,refunded
727,43,2024-07-18,refunded
728,90,2025-01-16,refunded
729,11,2025-07-19,cancelled
730,158,2025-07-25,refunded
731,71,2025-09-08,completed
732,20,2025-09-04,refunded
733,94,2025-06-01,pending
734,8,2025-04-22,pending
735,156,2026-01-26,refunded
736,9,2025-09-14,pending
738,200,2025-03-20,cancelled
739,93,2024-07-28,refunded
741,155,2025-05-11,pending
742,174,2026-06-14,refunded
743,95,2024-10-03,cancelled
744,114,2026-05-29,completed
745,147,2024-10-22,pending
746,136,2025-02-23,cancelled
747,102,2025-06-08,cancelled
748,167,2024-12-09,cancelled
749,64,2025-06-29,completed
750,7,2025-06-24,pending
751,128,2025-05-27,refunded
752,144,2025-12-02,completed
753,68,2025-03-01,cancelled
754,181,2025-02-15,refunded
755,55,2026-02-23,cancelled
756,178,2024-10-03,refunded
757,52,2026-03-23,completed
758,35,2025-10-27,completed
759,116,2025-11-17,pending
760,183,2024-11-08,refunded
761,23,2026-06-30,cancelled
762,171,2025-01-05,cancelled
763,182,2024-11-15,completed
765,77,2025-08-24,pending
766,183,2026-06-11,pending
767,93,2024-12-27,pending
768,32,2025-05-03,pending
769,36,2024-11-22,pending
770,127,2025-10-22,completed
771,93,2025-05-22,cancelled
772,120,2024-08-01,pending
773,157,2025-10-02,completed
774,17,2024-12-02,cancelled
775,102,2025-09-16,refunded
776,135,2025-04-21,refunded
778,148,2024-12-08,completed
780,165,2026-02-22,completed
781,116,2024-08-25,refunded
782,175,2024-09-23,cancelled
785,111,2025-03-06,completed
787,78,2025-01-18,pending
788,42,2026-04-02,cancelled
789,182,2025-07-31,pending
790,89,2025-10-21,cancelled
792,51,2025-09-30,cancelled
794,158,2025-03-22,completed
795,129,2026-03-21,pending
796,152,2025-10-05,pending
797,44,2026-02-25,cancelled
798,145,2025-12-09,completed
799,8,2025-02-13,completed
800,12,2025-10-03,cancelled
