order_item_id,order_id,product_id,quantity,unit_price
131,52,29,5,337.65
132,52,56,1,126.14
133,53,26,4,121.0
134,54,49,1,74.37
135,54,19,2,408.81
136,55,37,5,387.41
137,55,53,3,122.27
138,55,57,2,492.92
139,56,27,3,141.2
140,56,36,5,440.46
141,57,41,4,280.15
142,57,4,3,471.09
143,58,51,5,162.77
144,58,27,4,78.86
145,58,25,2,378.44
146,58,31,2,425.42
147,59,55,2,403.86
148,59,59,1,283.38
149,59,27,5,267.35
150,60,16,3,105.65
151,60,42,1,461.5
152,60,55,3,50.77
153,60,47,2,30.51
154,61,44,5,303.45
155,61,56,1,98.14
156,61,49,5,363.53
157,61,36,2,242.3
158,62,20,1,109.84
159,62,13,1,374.71
160,62,49,4,457.65
161,63,26,2,278.28
162,63,50,3,193.43
163,64,20,3,183.02
164,64,57,4,235.67
165,64,52,4,382.01
166,65,59,2,188.5
167,65,27,1,283.45
168,65,15,2,13.03
169,66,19,2,102.11
170,66,15,4,287.05
171,66,16,4,277.57
172,66,44,3,132.38
173,67,47,4,233.11
174,67,47,3,88.79
175,67,47,5,246.72
176,67,59,5,495.21
177,68,34,1,420.34
178,69,53,1,383.35
179,70,9,2,38.64
180,70,10,1,113.27
181,70,30,3,34.92
182,70,41,5,456.81
183,71,2,1,268.45
184,71,27,1,13.28
185,71,47,3,270.19
186,71,19,1,253.6
187,72,52,2,57.97
188,72,7,5,78.7
189,72,13,5,265.6
190,72,53,3,137.33
191,73,6,3,479.85
192,73,30,5,125.39
193,73,45,2,153.49
194,73,53,1,328.6
195,74,6,4,192.74
196,75,4,1,352.91
197,75,6,4,423.44
198,75,42,3,285.1
199,75,55,1,447.92
200,76,15,2,451.13
201,77,18,1,462.46
202,77,44,3,450.16
203,77,37,1,93.78
204,77,55,3,12.75
205,78,38,2,377.37
206,78,46,4,464.79
207,79,11,5,124.03
208,79,54,4,340.13
209,79,35,3,195.0
210,80,51,1,252.89
211,80,23,1,53.35
212,81,54,1,173.59
213,81,50,-5,477.65
214,82,50,3,19.66
215,82,18,4,247.85
216,82,23,5,470.87
217,82,28,2,341.45
218,83,6,5,151.21
219,83,16,1,45.61
220,83,10,4,357.28
221,83,41,2,371.13
222,84,24,1,50.3
223,84,20,4,183.16
224,84,18,1,70.59
225,85,28,4,280.71
226,85,33,4,56.13
227,86,23,5,51.07
228,87,56,4,11.11
229,87,27,4,390.69
230,87,47,5,453.08
231,88,37,5,88.94
232,88,25,2,73.73
233,89,18,4,77.24
234,89,11,4,141.6
235,89,20,4,392.42
236,90,17,2,361.85
237,90,32,5,310.25
238,90,30,1,72.07
239,91,26,3,421.6
240,92,52,3,222.91
241,92,28,5,72.38
242,92,21,5,473.9
243,92,13,4,160.52
244,93,21,3,368.76
245,93,41,4,484.04
246,93,51,2,166.31
247,93,18,4,185.68
248,94,38,5,94.06
249,94,50,5,18.32
250,95,46,2,222.04
251,95,19,1,410.39
252,95,51,4,338.12
253,95,9,3,124.8
254,96,46,4,395.59
255,96,5,4,495.4
256,97,38,4,269.51
257,97,60,4,274.1
258,97,51,3,352.31
259,97,52,5,298.94
260,98,7,2,330.51
261,99,11,5,26.93
262,99,42,4,483.57
263,99,22,4,57.44
264,100,17,2,257.78
265,101,29,3,198.61
266,101,50,5,346.77
267,89154,23,1,243.97
268,89155,19,4,460.67
269,103,8,2,177.42
270,104,30,2,262.95
271,104,23,4,53.32
272,104,47,4,162.86
273,105,3,1,16.18
274,105,22,1,340.18
275,105,11,2,260.42
276,106,22,5,216.05
277,106,30,2,399.89
278,107,12,4,200.81
279,107,48,5,442.13
280,108,38,4,197.47
281,108,46,2,106.86
282,108,49,1,290.79
283,108,52,5,97.55
284,109,13,4,61.41
285,109,43,4,266.22
286,109,41,3,300.5
287,110,38,1,177.22
288,110,55,4,310.59
289,110,53,3,459.75
290,110,38,1,337.69
291,111,8,2,156.16
292,111,12,3,348.25
293,111,33,4,212.03
294,112,37,4,214.4
295,112,32,5,348.25
296,113,36,2,247.37
297,113,9,2,160.72
298,114,40,1,433.43
299,114,1,4,72.58
300,114,53,4,482.1
301,114,33,4,207.52
302,115,27,4,246.91
303,115,6,5,20.28
304,115,49,2,149.58
305,115,18,2,271.12
306,116,50,4,285.0
307,116,50,4,277.11
308,117,37,1,137.61
309,118,35,1,381.2
310,118,29,5,113.18
311,118,28,1,369.31
312,119,20,1,227.62
313,119,23,1,222.34
314,120,50,2,108.89
315,121,56,5,318.22
316,121,11,5,73.92
317,121,14,2,403.69
318,122,35,3,300.44
319,122,11,3,489.61
320,122,19,3,288.5
321,123,9,4,459.79
322,124,56,2,352.21
323,124,9,2,77.39
324,124,21,2,381.93
325,125,32,2,290.83
326,125,18,4,190.71
327,125,5,1,204.41
328,125,48,3,348.88
329,126,30,4,167.01
330,126,1,1,366.81
331,126,30,3,425.8
332,127,14,4,413.3
333,127,32,3,164.82
334,127,19,3,275.92
335,127,9,5,426.95
336,128,58,1,27.74
337,128,41,4,13.06
338,128,60,2,223.44
339,129,28,2,497.87
340,130,57,3,83.69
341,130,60,3,51.2
342,131,17,1,189.06
343,131,58,2,30.63
344,131,41,3,364.36
345,132,28,1,353.33
346,132,1,2,241.02
347,133,38,2,262.12
348,133,29,1,8.99
349,134,53,1,494.14
350,134,28,2,241.46
351,134,15,4,49.22
352,135,7,3,186.94
353,136,9,4,387.86
354,136,49,2,322.58
355,136,44,2,38.86
356,137,40,2,222.85
357,138,41,2,460.35
358,138,40,4,430.68
359,139,58,1,74.31
360,140,38,4,179.01
361,141,21,2,127.65
362,141,42,1,127.84
363,141,39,5,361.98
364,141,19,1,424.71
365,142,14,5,305.43
366,142,13,4,151.29
367,142,4,2,249.97
368,143,16,4,320.85
369,144,34,1,493.51
370,145,9,4,431.1
371,145,37,4,185.88
372,145,44,2,382.55
373,146,2,5,38.43
374,147,14,1,461.68
375,147,51,4,255.77
376,147,41,5,384.72
377,148,45,4,45.8
378,148,35,5,309.94
379,148,18,1,158.4
380,148,33,2,487.29
381,149,35,3,198.41
382,149,41,1,158.53
383,150,47,2,33.66
384,150,6,4,62.41
385,150,40,5,32.24
386,150,43,2,64.12
387,151,45,1,86.1
388,151,23,5,261.03
389,152,11,3,67.83
390,152,50,3,367.8
391,152,8,1,170.83
392,153,18,5,36.62
393,153,46,5,315.63
394,153,32,4,257.84
395,153,4,4,430.38
396,154,24,2,131.28
397,154,7,5,338.69
398,155,15,5,6.27
399,156,16,1,238.52
400,157,59,2,93.59
401,157,55,1,278.67
402,157,59,4,116.14
403,157,16,4,458.35
404,158,18,1,287.91
405,158,8,5,338.3
406,158,4,2,115.48
407,159,26,1,439.11
408,160,50,3,167.01
409,160,36,4,8.94
410,160,13,3,284.08
411,161,48,5,125.08
412,161,24,5,486.07
413,161,50,2,367.57
414,162,10,1,466.54
415,162,2,2,273.06
416,163,22,1,380.67
417,164,55,3,56.45
418,164,34,2,212.81
419,164,4,2,357.27
420,164,6,1,461.03
421,165,45,3,231.94
422,165,48,1,292.48
423,165,33,2,320.42
424,165,26,1,297.99
425,166,28,2,122.2
426,167,55,3,463.39
427,167,26,3,162.44
428,167,18,2,41.97
429,168,9,5,58.94
430,168,7,2,227.54
431,169,27,1,270.28
432,169,50,2,228.7
433,169,30,3,426.98
434,170,11,3,414.06
435,171,14,3,78.42
436,172,23,4,259.16
437,172,44,3,133.78
438,173,2,4,428.03
439,173,36,5,128.68
440,174,7,2,65.12
441,174,4,2,69.7
442,174,53,4,189.26
443,174,41,1,293.25
444,175,59,1,15.79
445,175,5,2,451.74
446,175,29,2,50.53
447,176,8,1,471.43
448,176,4,2,462.45
449,176,28,4,250.58
450,177,44,4,90.54
451,177,14,2,141.12
452,177,29,2,22.15
453,177,40,5,126.66
454,178,32,4,441.98
455,178,31,1,48.42
456,178,25,2,212.52
457,179,41,5,398.45
458,179,25,3,242.44
459,180,23,5,253.68
460,180,25,3,94.01
461,180,21,5,113.41
462,180,58,3,34.0
463,181,34,3,384.59
464,181,15,2,54.57
465,181,43,2,136.93
466,181,53,1,383.2
467,182,37,4,180.63
468,182,54,2,92.17
469,183,52,3,457.42
470,183,2,3,474.04
471,183,37,2,283.74
472,184,54,4,273.35
473,184,12,4,23.79
474,185,15,5,113.31
475,186,1,3,459.36
476,186,13,2,173.68
477,186,12,3,34.48
478,186,10,5,353.82
479,187,50,1,424.01
480,187,56,3,480.48
481,188,46,4,295.08
482,188,22,3,164.69
483,188,11,4,396.96
484,189,42,3,91.23
485,189,36,5,394.56
486,189,15,5,408.15
487,189,25,3,368.33
488,190,9,2,365.77
489,190,45,5,198.84
490,190,50,5,21.03
491,191,59,5,114.34
492,191,37,1,468.66
493,191,10,3,373.94
494,192,23,3,88.1
495,192,57,1,411.72
496,193,29,1,136.28
497,193,16,1,178.49
498,193,51,1,361.6
499,194,25,4,
500,195,57,4,249.08
501,195,25,3,275.28
502,196,54,4,395.42
503,197,11,4,41.49
504,197,55,1,150.98
505,198,17,1,41.73
506,198,11,4,84.65
507,198,5,5,471.21
508,199,22,5,492.71
509,200,46,1,218.51
510,200,42,2,305.62
511,200,28,2,31.51
512,200,22,2,487.33
513,201,45,5,362.41
514,201,47,5,136.31
515,201,19,3,122.59
516,201,4,4,288.03
517,202,10,1,183.61
518,202,28,1,150.8
519,202,43,5,242.76
520,202,7,1,107.44
521,203,6,4,422.67
522,89409,20,4,238.12
523,203,58,3,50.11
524,204,12,3,443.32
525,204,24,2,225.66
526,89413,17,4,235.2
527,204,15,3,284.3
528,205,49,1,47.43
529,205,23,5,209.92
530,206,36,1,421.19
531,206,53,5,212.22
532,207,37,2,240.75
533,207,6,4,451.87
534,207,46,1,253.54
535,207,58,5,401.22
536,208,8,4,90.58
537,208,11,2,405.19
538,209,3,4,43.79
539,209,44,4,104.95
540,210,54,5,132.65
541,210,59,1,48.08
542,211,36,3,429.03
543,211,34,4,459.0
544,211,1,5,295.85
545,211,51,4,60.7
546,212,10,5,296.03
547,212,49,1,462.84
548,213,51,3,434.4
549,214,57,4,135.75
550,214,42,4,288.15
551,214,31,1,90.24
552,215,10,5,306.28
553,215,45,4,24.2
554,215,57,3,346.8
555,215,4,4,460.81
556,216,2,3,409.61
557,216,20,3,143.77
558,216,32,1,486.39
559,217,9,3,487.24
560,217,29,3,138.36
561,218,39,1,98.03
562,218,14,4,371.77
563,218,49,5,434.26
564,218,53,1,260.06
565,219,5,3,356.24
566,219,26,2,391.36
567,220,12,2,438.21
568,221,54,1,128.5
569,221,30,1,459.43
570,222,18,3,412.64
571,222,33,4,319.53
572,223,44,1,124.76
573,224,39,4,92.9
574,224,56,4,295.51
575,224,23,3,85.94
576,224,58,3,375.74
577,225,19,1,196.35
578,226,55,5,391.02
579,226,14,2,325.45
580,227,18,4,259.07
581,227,56,1,239.68
582,228,42,2,302.57
583,228,1,2,129.93
584,229,46,3,214.78
585,229,25,3,232.2
586,229,14,4,154.56
587,230,38,1,8.64
588,230,43,3,282.92
589,230,39,5,144.93
590,230,44,1,243.46
591,231,18,3,431.44
592,231,17,3,98.24
593,231,34,2,450.35
594,232,43,3,341.97
595,232,47,1,329.42
596,232,19,3,453.92
597,232,26,4,369.68
598,233,22,2,344.73
599,233,41,4,453.73
600,234,33,3,423.48
601,234,54,5,94.66
602,234,7,4,68.33
603,235,47,5,382.64
604,235,12,3,328.95
605,235,15,3,115.55
606,236,27,3,188.98
607,236,38,3,234.56
608,236,8,4,31.57
609,237,31,2,252.74
610,238,34,3,209.49
611,238,56,2,73.0
612,238,13,3,207.55
613,238,37,4,75.9
614,239,50,1,246.35
615,239,41,2,160.14
616,240,1,4,140.4
617,241,37,2,247.34
618,241,49,1,69.06
619,242,41,4,204.68
620,242,31,4,7.31
621,242,35,2,366.68
622,242,1,3,379.64
623,243,2,1,315.21
624,243,16,2,348.29
625,244,20,2,55.84
626,244,33,5,156.53
627,244,5,1,152.61
628,245,30,5,300.2
629,245,22,4,444.55
630,245,9,3,498.09
631,246,23,2,86.62
632,246,59,4,14.47
633,246,15,2,109.54
634,246,2,5,254.79
635,247,24,1,190.72
636,248,50,5,313.45
637,248,39,1,332.68
638,248,42,1,28.88
639,249,27,4,193.23
640,250,31,2,106.72
641,250,44,1,154.05
642,250,43,1,332.93
643,251,40,5,351.86
644,251,27,1,258.23
645,251,40,1,144.94
646,252,32,2,306.46
647,253,54,5,486.69
648,253,23,4,151.2
649,253,3,5,250.7
650,254,45,4,168.65
651,254,1,1,337.46
652,255,54,5,336.17
653,256,6,5,42.15
654,256,47,1,452.87
655,257,30,3,135.74
656,257,4,1,407.52
657,258,55,3,183.31
658,259,28,1,52.02
659,259,49,1,9.79
660,259,9,2,167.69
661,260,40,3,439.85
662,260,6,3,408.41
663,260,12,1,203.38
664,260,30,3,418.68
665,261,52,4,326.18
666,261,52,2,60.96
667,261,45,1,490.88
668,261,55,2,56.34
669,262,52,5,340.8
670,262,12,5,192.98
671,262,23,5,19.26
672,262,44,2,244.12
673,263,8,4,223.14
674,263,5,3,329.21
675,263,1,5,384.93
676,263,37,5,115.87
677,264,34,5,345.68
678,264,40,1,219.26
679,264,47,2,243.56
680,265,10,5,446.57
681,265,40,1,10.76
682,265,60,2,255.26
683,265,31,4,435.36
684,266,49,4,163.71
685,267,18,1,255.93
686,267,36,4,204.62
687,267,16,1,232.25
688,268,6,4,226.3
689,268,8,4,373.89
690,268,2,1,204.7
691,268,3,5,276.8
692,269,51,5,481.77
693,270,57,5,283.35
694,270,42,4,475.43
695,270,24,1,409.21
696,271,22,5,384.87
697,271,39,4,359.75
698,271,24,4,61.44
699,271,49,2,6.09
700,272,54,3,276.11
701,272,24,1,27.66
702,272,11,4,74.52
703,273,7,3,307.37
704,273,13,1,465.46
705,273,26,2,231.24
706,273,51,2,359.81
707,274,49,4,28.02
708,275,50,4,231.41
709,276,32,1,267.53
710,276,4,5,467.98
711,277,60,5,391.64
712,277,59,2,347.45
713,277,12,2,56.26
714,277,43,5,305.05
715,278,33,4,212.24
716,278,39,2,140.43
717,278,22,3,229.16
718,279,9,4,303.25
719,279,57,5,152.96
720,280,46,5,318.13
721,280,13,2,313.96
722,280,19,3,460.99
723,281,46,2,254.43
724,281,45,3,356.62
725,282,36,4,293.49
726,282,43,4,338.75
727,282,58,5,146.53
728,283,52,1,263.75
729,283,2,4,76.94
730,283,43,1,103.95
731,283,49,2,491.85
732,284,10,1,346.84
733,284,19,2,378.03
734,284,3,3,407.94
735,285,40,5,433.1
736,286,16,5,393.23
737,286,52,3,348.0
738,286,4,4,196.84
739,286,51,3,483.09
740,287,1,3,105.53
741,288,54,2,456.19
742,288,46,3,378.78
743,288,35,5,102.25
744,288,47,2,150.62
745,289,44,1,97.55
746,289,12,5,64.08
747,290,28,3,280.52
748,291,11,5,423.78
749,291,1,3,235.83
750,292,3,2,464.67
751,292,39,1,387.96
752,293,32,5,277.33
753,293,5,3,265.07
754,293,12,5,38.75
755,294,27,5,270.83
756,294,6,3,114.49
757,295,43,3,168.88
758,295,19,2,475.4
759,296,36,1,61.79
760,296,23,4,123.97
761,296,42,5,459.71
762,296,16,1,342.86
763,297,25,1,196.01
764,297,35,3,17.23
765,297,34,3,259.58
766,298,32,1,151.73
767,298,42,2,163.55
768,298,6,1,87.86
769,298,50,5,268.94
770,299,14,2,433.15
771,300,54,1,106.76
772,300,54,4,325.05
773,300,5,2,16.76
774,300,46,3,23.75
775,301,4,2,398.14
776,302,37,2,455.94
777,303,25,4,316.96
778,303,28,3,13.36
779,303,44,1,269.74
780,303,42,5,36.3
781,304,45,1,182.06
782,305,19,3,305.25
783,306,49,4,193.8
784,306,53,1,239.62
785,306,35,2,72.51
786,89673,51,5,151.01
787,307,41,2,152.54
788,307,57,3,478.91
789,307,1,5,438.01
790,308,8,1,7.49
791,308,39,4,270.89
792,309,20,2,375.41
793,310,14,4,453.29
794,310,55,5,75.52
795,310,12,2,310.36
796,311,13,1,94.77
797,311,52,5,426.86
798,311,55,5,233.33
799,312,19,1,129.09
800,313,47,5,246.16
801,313,22,3,68.47
802,314,7,3,311.66
803,314,58,2,162.3
804,315,22,5,331.41
805,315,45,5,80.44
806,315,37,3,404.81
807,315,28,2,7.39
808,316,51,2,357.54
809,316,42,4,141.96
810,317,9,3,439.55
811,317,30,4,182.58
812,317,20,4,278.08
813,318,42,5,45.58
814,318,18,2,446.19
815,319,17,1,365.08
816,319,58,1,425.55
817,320,53,5,291.56
818,321,59,1,278.04
819,321,35,5,238.69
820,322,24,4,115.54
821,322,50,5,367.95
822,323,9,4,253.06
823,323,6,4,185.11
824,323,1,2,424.75
825,324,49,5,74.48
826,324,11,2,285.35
827,325,48,4,469.89
828,325,3,2,381.93
829,326,5,3,187.87
830,326,3,2,261.35
831,327,25,4,459.36
832,327,57,1,24.75
833,327,42,3,56.1
834,328,54,3,291.42
835,328,37,2,191.45
836,328,25,3,295.9
837,329,34,3,191.28
838,330,34,4,179.68
839,330,56,3,246.0
840,331,57,5,8.27
841,331,57,2,222.75
842,331,15,1,259.7
843,331,18,2,79.37
844,332,24,5,360.06
845,332,8,2,210.23
846,333,47,1,243.35
847,333,31,4,109.3
848,333,11,4,16.11
849,334,9,5,298.21
850,335,41,5,24.4
851,335,37,2,32.68
852,336,60,2,260.74
853,336,26,5,484.78
854,336,41,1,439.86
855,337,6,2,227.36
856,337,31,4,89.43
857,337,54,4,302.42
858,338,40,5,135.94
859,338,47,3,461.56
860,339,15,4,195.8
861,340,2,2,263.74
862,341,53,2,304.73
863,341,12,4,451.3
864,341,39,1,439.49
865,341,35,5,377.43
866,342,31,2,451.48
867,343,58,4,263.41
868,344,56,1,350.33
869,344,28,2,469.52
870,344,31,4,178.51
871,345,28,2,130.99
872,346,59,1,145.22
873,346,57,5,207.28
874,347,1,1,291.1
875,347,8,5,8.56
876,348,45,3,207.38
877,348,7,2,215.91
878,349,17,5,214.66
879,349,24,5,141.4
880,349,44,4,378.71
881,350,36,5,243.82
882,350,24,5,279.68
883,350,17,3,290.94
884,350,50,4,369.21
885,351,48,2,226.06
886,352,7,2,256.63
887,352,51,3,401.42
888,353,11,4,482.46
889,354,52,1,412.51
890,355,60,5,220.51
891,355,5,3,114.78
892,355,6,5,23.69
893,355,25,4,308.91
894,356,46,5,33.44
895,356,50,2,321.94
896,356,29,1,104.85
897,357,13,1,393.06
898,357,33,5,350.73
899,357,40,2,338.64
900,358,16,1,487.94
901,358,6,3,390.94
902,358,23,4,205.7
903,359,34,1,369.78
904,359,5,1,277.05
905,360,23,3,117.02
906,360,13,4,465.21
907,360,37,1,134.25
908,361,33,1,281.52
909,361,33,3,173.28
910,361,8,5,478.57
911,361,57,5,407.51
912,362,45,4,483.2
913,362,37,4,386.13
914,362,49,3,480.81
915,363,44,4,448.78
916,363,56,1,243.58
917,363,17,1,194.42
918,363,51,2,340.07
919,364,52,3,209.15
920,364,23,5,270.15
921,365,16,3,51.04
922,365,44,3,42.63
923,365,60,2,240.89
924,366,14,5,138.19
925,366,48,2,252.0
926,366,13,2,369.04
927,367,14,2,105.37
928,367,16,5,181.23
929,367,50,1,64.34
930,368,44,4,308.84
931,369,55,4,188.74
932,370,32,5,435.04
933,370,32,2,492.28
934,89821,59,5,143.73
935,371,49,5,68.48
936,371,34,4,241.77
937,372,33,3,199.89
938,373,30,1,350.63
939,373,30,3,346.16
940,374,44,2,192.82
941,375,21,3,308.33
942,376,12,5,135.11
943,376,18,4,479.47
944,376,22,3,96.04
945,377,14,4,351.85
946,377,24,3,427.89
947,377,18,4,94.05
948,377,9,5,344.58
949,378,47,3,403.02
950,379,55,4,102.05
951,379,52,2,239.13
952,379,1,2,213.65
953,379,9,5,269.32
954,380,51,4,153.52
955,380,36,5,28.62
956,380,7,2,34.72
957,381,31,1,227.68
958,381,22,3,183.68
959,381,36,5,466.26
960,382,23,1,208.82
961,382,23,5,103.48
962,382,37,5,91.4
963,383,23,3,338.23
964,383,32,4,445.37
965,383,25,5,146.83
966,384,56,2,322.09
967,384,60,3,213.8
968,385,55,1,44.16
969,385,22,2,160.17
970,385,42,3,356.66
971,385,39,4,139.27
972,386,50,3,375.21
973,386,34,4,209.92
974,386,12,1,66.89
975,386,16,3,470.52
976,387,14,2,201.54
977,388,5,4,276.47
978,389,50,4,264.37
979,390,7,3,310.96
980,391,42,4,158.14
981,392,48,3,224.36
982,392,9,2,265.74
983,393,2,1,333.46
984,393,56,3,432.8
985,394,56,5,467.75
986,394,36,4,71.88
987,394,45,5,92.63
988,394,39,4,317.37
989,395,34,5,158.28
990,395,23,4,272.14
991,395,52,1,223.72
992,395,24,4,133.6
993,396,1,1,264.04
994,396,49,2,175.22
995,396,31,5,9.12
996,397,49,4,153.31
997,397,50,4,399.99
998,397,39,2,399.4
999,397,36,3,98.34
1000,398,26,2,85.82
1001,398,48,4,415.07
1002,398,15,3,44.21
1003,398,41,2,260.72
1004,399,19,5,405.36
1005,399,27,2,427.47
1006,399,12,2,148.35
1007,400,40,4,139.71
1008,400,40,4,97.96
1009,400,2,2,29.57
1010,400,35,1,97.04
1011,401,19,3,66.89
1012,402,47,1,120.24
1013,402,10,1,249.32
1014,402,22,4,159.23
1015,402,52,4,498.99
1016,403,45,1,168.47
1017,403,54,2,32.74
1018,403,50,4,40.34
1019,403,31,2,100.14
1020,404,53,4,414.98
1021,404,8,2,195.47
1022,404,29,2,370.12
1023,405,13,4,368.98
1024,406,34,2,239.05
1025,407,60,3,83.51
1026,407,47,1,373.64
1027,407,36,5,65.46
1028,408,41,3,103.37
1029,408,57,1,432.51
1030,408,14,1,121.8
1031,408,28,3,12.46
1032,409,38,1,200.93
1033,409,16,1,484.57
1034,409,38,4,345.76
1035,410,24,1,128.12
1036,89923,32,1,344.54
1037,411,60,1,34.59
1038,411,42,2,352.16
1039,411,51,1,67.28
1040,412,21,5,395.34
1041,412,49,3,403.74
1042,413,47,2,15.57
1043,413,25,3,363.58
1044,413,17,1,245.22
1045,413,29,5,150.88
1046,414,13,5,97.38
1047,414,23,3,367.54
1048,414,18,5,457.66
1049,414,36,2,39.09
1050,415,29,3,410.61
1051,415,35,3,229.77
1052,416,47,2,442.05
1053,416,40,3,389.13
1054,416,16,3,361.9
1055,416,43,5,410.43
1056,417,34,4,384.04
1057,417,10,5,145.15
1058,418,42,3,59.68
1059,418,34,1,26.67
1060,418,9,2,437.38
1061,418,13,1,245.26
1062,419,3,5,322.67
1063,420,43,4,265.28
1064,89951,45,5,131.69
1065,420,24,2,304.95
1066,420,5,1,465.45
1067,421,42,4,464.56
1068,421,54,1,236.69
1069,422,24,5,373.02
1070,423,53,3,398.15
1071,423,4,5,136.58
1072,423,3,1,418.06
1073,423,5,2,480.49
1074,424,7,2,268.17
1075,425,13,5,330.15
1076,425,37,2,281.42
1077,426,48,1,384.31
1078,426,37,3,338.87
1079,426,45,4,442.0
1080,426,11,2,277.23
1081,427,43,2,269.28
1082,427,39,4,467.09
1083,427,58,3,277.29
1084,428,55,3,209.11
1085,428,41,4,413.95
1086,428,21,5,124.16
1087,429,25,5,463.44
1088,429,17,3,481.02
1089,430,26,1,364.53
1090,430,19,5,13.07
1091,430,9,3,8.25
1092,430,15,2,428.58
1093,431,50,3,459.96
1094,432,7,1,232.88
1095,432,10,2,136.17
1096,433,15,3,406.48
1097,433,6,5,202.9
1098,434,47,1,363.17
1099,434,51,4,90.59
1100,435,39,3,23.5
1101,436,6,1,461.33
1102,436,22,3,440.5
1103,436,28,4,465.47
1104,436,8,2,375.1
1105,437,41,4,31.79
1106,438,21,5,284.63
1107,439,33,2,80.83
1108,439,44,4,485.66
1109,439,49,5,289.75
1110,440,15,4,148.44
1111,441,10,2,171.4
1112,441,31,5,373.93
1113,441,36,4,134.97
1114,441,26,5,220.07
1115,442,49,2,243.06
1116,442,13,4,200.68
1117,443,36,5,498.55
1118,443,34,2,124.95
1119,444,50,4,165.09
1120,444,60,5,49.35
1121,444,43,4,214.65
1122,445,13,3,175.54
1123,445,42,1,
1124,90011,11,3,310.03
1125,446,40,2,223.03
1126,446,60,2,103.84
1127,446,24,2,380.08
1128,446,55,1,60.62
1129,447,16,5,463.73
1130,448,1,3,348.43
1131,448,8,3,227.78
1132,448,2,3,108.46
1133,449,14,5,264.02
1134,449,17,5,244.1
1135,450,45,1,191.42
1136,450,58,5,26.52
1137,451,4,3,104.34
1138,451,45,5,139.28
1139,452,42,1,37.97
1140,452,43,3,333.18
1141,452,59,3,432.82
1142,452,2,3,434.37
1143,453,15,4,256.73
1144,453,46,1,452.42
1145,453,32,5,268.12
1146,453,12,2,252.82
1147,454,36,1,24.68
1148,454,60,5,155.94
1149,454,32,4,373.47
